type,text[1],name[2],text[3],linetype[6],style[7],layer[8],pt[10],pt[11],pt[12],pt[13],pt[14],pt[15],pt[16],real[40],real[41],real[42],real[43],real[44],real[45],real[46],real[47],real[48],real[49],angle[50],angle[51],angle[52],angle[53],color[62],int[63],seq[66],int[70],int[71],int[72],int[73],int[74],int[75],int[76],int[77],int[78],int[79],long[90],long[91],long[92],long[93],long[94],long[98],real[140],real[141],real[142],real[144],int[170],int[175],int[179],pt[213],char[271],char[272],char[277],char[280],char[281],bool[291],bool[292],string[304],lwt[370],plotst[380],long[420],long[421],trans[440],long[450],long[452],long[453],real[462],real[463],string[470]
MTEXT,abc\P123\Pmtext,,,,,r14,"2.0,7.0,0.0",,,,,,,0.2,2.0,,,,,0.0,,,,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT,,,,,,r12,"4.5,6.5,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"5.5,6.5,0.0",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"6.0,6.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"6.0,7.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"5.0,7.0,1.0",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"5.0,6.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAY,,,,,,r14,"10.0,10.0,0.0","0.780869,0.624695,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACAD_TABLE,,,,,,v2005,"8.0,8.0,0.0","1.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,0","1,0",1,"2,3",,,,0.4533333333333334,1.0,,,,,,,,,,1,,,,,,,,,,,,,,
SOLID,,,,,,r12,"1.0,8.5,0.0","1.0,7.5,0.0","2.0,8.5,0.0","2.0,7.5,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPLINE,,,,,,r14,"3.25,7.25,0.0 3.357999,7.223484,0.0 3.573996,7.170452,0.0 3.404584,7.732071,0.0 3.756697,7.446988,0.0 4.0,7.25,0.0","3.25,7.25,0.0 3.5,7.25,0.0 3.5,7.5,0.0 4.0,7.25,0.0",,,,,,"0.0,0.0,0.0,0.0,0.25,0.5,1.059016994374947,1.059016994374947,1.059016994374947,1.059016994374947",,,,,,,,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,text,,,,,r12,"1.0,6.0,0.0","1.0,5.925989,0.0",,,,,,0.25,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLINE,,,,,,r14,"3.5,10.0,0.0","1.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIPEOUT,,,,,,v2018,"0.25,7.75,0.0","1.25,0.0,0.0","0.0,1.25,0.0","1.0,1.0","-0.5,-0.5 -0.5,0.3 0.5,0.3 0.5,-0.5 -0.5,-0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"2.5,8.25,0.0",,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"3.5,8.25,0.0",,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"3.0,9.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,128,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLERANCE,{\Fgdt;j}%%v%%v%%v%%v%%v,,Standard,,,r14,"6.25,7.5,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERT,,chroma,,,,r12,"7.25,1.0,0.0",,,,,,,,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,"This drawing is a csvout reference sample. These entities are supported by csvin except: LIGHT, OLE2FRAME, VIEWPORT.",,,,nonprop,_ai,"0.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRACE,,,,Continuous,,r12,"9.0,1.5,0.0","9.25,1.0,0.0","9.75,1.5,0.0","10.0,1.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,,,polylines,"0.0,0.0,0.0",,,,,,,,0.1,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"6.0,5.0,0.0",,,,,,,,0.0428065396646562,0.2599332050069569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"6.406562,4.773327,0.0",,,,,,,0.0428065396646562,,0.1844830881382524,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"7.0,5.0,0.0",,,,,,,0.1,0.0435149254485389,0.2134217652833882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"7.264639,5.591752,0.0",,,,,,,0.0435149254485389,0.0,0.295763411069317,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"7.0,6.0,0.0",,,,,,,,0.0,0.1055226537144585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"6.77331,6.048381,0.0",,,,,,,,0.0,0.0878261273799591,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"6.5,6.0,0.0",,,,,,,,0.0,0.1914756820051867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"5.976052,5.532262,0.0",,,,,,,,0.0,0.2599332050069564,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,16,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"4.25,8.25,0.0",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"4.25,8.75,0.0",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"4.75,8.25,0.0",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,,,polylines,"4.75,9.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,Continuous,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.5,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.5,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.505656,1.409932,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.52181,1.502116,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.547241,1.632629,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.580729,1.782552,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.621053,1.932963,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.666992,2.064941,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.717326,2.159566,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.770833,2.197917,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.826355,2.167542,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.882975,2.081868,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.93984,1.960795,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.996094,1.824219,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.050883,1.692037,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.103353,1.584147,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.152649,1.520447,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.197917,1.520833,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.239156,1.596476,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.279785,1.723633,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.324076,1.869832,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.376302,2.002604,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.440735,2.089478,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.521647,2.097982,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.623311,1.995646,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.75,1.75,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.5,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"23.75,3.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.25,0.625,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.375,2.625,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.75,1.75,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,Continuous,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,48,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.625,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"25.25,1.5,0.25",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"24.625,1.875,0.25",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"25.25,2.0,0.5",,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,DASHED,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,DASHED,,polylines,"25.5,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,DASHED,,polylines,"26.0,1.875,2.5",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,DASHED,,polylines,"26.5,1.375,0.5",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,DASHED,,polylines,"27.0,1.875,2.5",,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEXT,"_ai: LWPOLYLINE int[70] flag bits: bit 0 (1)=closed, bit 7 (128)=plinegen. Plinegen (128): linetype pattern generated continuously across all vertices rather than restarting at each vertex — dashes flow through corners. Common values: 0=open, 1=closed, 128=open+plinegen, 129=closed+plinegen. Plinegen affects only dash/dot linetypes — no visual difference with continuous linetypes.",,,,nonprop,_ai,"0.0,0.0,0.0",,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LWPOLYLINE,,,,DASHED,,polylines,"25.5,1.782046 26.0,2.282046 26.5,1.782046 27.0,2.282046",,,,,,,,,,,,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,Continuous,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.0,1.5,0.0",,,,,,,,,-0.3441507314089097,,,,,,,,75.96375653207353,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.1875,1.646396,0.0",,,,,,,,,-0.3441507314089098,,,,,,,,75.96375653207353,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.375,1.5,0.0",,,,,,,,,0.3441507314089115,,,,,,,,284.0362434679264,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.5625,1.353604,0.0",,,,,,,,,0.3441507314089113,,,,,,,,284.0362434679264,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.75,1.5,0.0",,,,,,,,,-0.3441507314089105,,,,,,,,75.96375653207353,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.9375,1.646396,0.0",,,,,,,,,-0.3441507314089106,,,,,,,,75.96375653207353,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.125,1.5,0.0",,,,,,,,,,,,,,,,,284.0362434679264,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLYLINE,,,,Continuous,,polylines,"0.0,0.0,0.0",,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.625,1.0,0.0",,,,,,,,,,,,,,,,,50.71059313749964,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.625,1.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.663696,1.232117,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.688477,1.380371,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.703003,1.46637,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.710938,1.511719,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.715942,1.538025,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.72168,1.566895,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.731812,1.619934,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.75,1.71875,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.780151,1.874451,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.827148,2.056152,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.896118,2.222473,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.992188,2.332031,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.120483,2.343445,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.286133,2.215332,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.494263,1.906311,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.75,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.75,1.75,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"27.625,1.0,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.0,3.125,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX,,,,Continuous,,polylines,"28.75,1.375,0.0",,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEQEND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MESH,,,,,,v2010,"8.725,5.5,0.0 8.925,5.5,0.0 8.6911,5.6392,-0.025875 8.8584,5.7358,0.025875 8.5942,5.74975,-0.05 8.6808,5.89975,0.05 8.45,5.8043,-0.0707 8.45,5.9457,0.0707 8.2875,5.78145,-0.0866 8.2375,5.86805,0.0866 8.14765,5.67455,-0.0966 8.102825,5.70045,0.0966 8.075,5.5,-0.1 8.075,5.5,0.1 8.102825,5.29955,-0.0966 8.14765,5.32545,0.0966 8.2375,5.13195,-0.0866 8.2875,5.21855,0.0866 8.45,5.0543,-0.0707 8.45,5.1957,0.0707 8.6808,5.10025,-0.05 8.5942,5.25025,0.05 8.8584,5.2642,-0.025875 8.6911,5.3608,0.025875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,0,1,3,2,4,2,3,5,4,4,4,5,7,6,4,6,7,9,8,4,8,9,11,10,4,10,11,13,12,4,14,15,13,12,4,16,17,15,14,4,18,19,17,16,4,20,21,19,18,4,22,23,21,20,4,1,0,23,22,0,1,1,3,2,3,0,2,3,5,4,5,2,4,5,7,6,7,4,6,7,9,8,9,6,8,9,11,10,11,8,10,11,13,12,13,10,12,14,15,13,15,12,14,16,17,15,17,14,16,18,19,17,19,16,18,20,21,19,21,18,20,22,23,21,23,20,22,0,23,1,22",,,60,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATCH,,SOLID,,,,r14,"0.0,0.0,0.0 6.57032,4.0 6.5,3.71876 6.42968,4.0 6.246914,2.374602","6.5,3.71876 6.42968,4.0 6.57032,4.0",,,,,,,,,,,,,,,,,,,,,,,1,,"1,1,1",,,0,1,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
